BHK,Size,Bathroom,Rent,Current Floor,Total Floors,Area Type_Super Area,City_Delhi,City_Hyderabad,City_Kolkata,City_Mumbai,Furnishing Status_Semi-Furnished,Furnishing Status_Unfurnished,Tenant Preferred_Bachelors/Family,Tenant Preferred_Family
4,920,1,54179,5.0,5.0,0,1,0,0,0,0,0,0,1
1,1389,1,48858,4.0,19.0,1,0,1,0,0,1,0,0,0
2,1540,1,71045,2.0,6.0,1,0,0,0,1,1,0,1,0
4,2714,3,22024,9.0,10.0,0,1,0,0,0,0,1,1,0
4,2034,2,66980,6.0,14.0,0,0,1,0,0,0,1,0,1
4,2932,3,74283,0.0,3.0,0,0,0,0,0,0,0,1,0
2,1587,2,56871,0.0,10.0,1,1,0,0,0,0,1,0,0
4,775,3,25287,2.0,5.0,0,1,0,0,0,0,1,1,0
2,1052,3,30887,8.0,19.0,0,1,0,0,0,1,0,0,1
4,948,3,22802,9.0,16.0,1,0,1,0,0,0,1,1,0
2,1497,2,78135,0.0,6.0,0,0,0,1,0,0,0,0,0
3,472,3,14650,8.0,5.0,0,1,0,0,0,1,0,0,0
3,2755,1,24843,9.0,2.0,0,0,0,0,0,1,0,1,0
3,598,3,59056,4.0,1.0,0,0,0,0,0,0,1,1,0
3,2181,1,35232,8.0,10.0,1,0,0,0,1,0,0,0,1
3,971,2,45080,9.0,9.0,1,0,0,1,0,1,0,0,1
4,1190,2,48527,2.0,15.0,1,0,0,1,0,0,0,0,1
4,2038,3,47297,3.0,13.0,0,0,1,0,0,0,0,1,0
4,2231,3,33268,5.0,17.0,0,0,0,0,1,0,1,0,0
2,2255,3,34185,6.0,5.0,1,0,1,0,0,0,0,0,0
2,1910,1,5346,7.0,5.0,0,0,0,0,1,1,0,1,0
2,1574,2,54268,7.0,13.0,0,0,0,1,0,0,1,0,0
2,578,1,48418,0.0,1.0,1,0,1,0,0,1,0,0,0
3,2644,1,14612,6.0,5.0,1,0,0,0,1,0,0,1,0
3,1134,3,47814,4.0,17.0,0,0,0,1,0,0,0,0,0
3,2536,3,6631,7.0,18.0,1,0,0,1,0,0,1,1,0
1,1198,1,72535,6.0,18.0,0,1,0,0,0,0,1,0,1
4,1187,1,62211,2.0,7.0,1,0,1,0,0,1,0,0,0
2,608,3,20452,7.0,13.0,1,1,0,0,0,1,0,1,0
2,892,3,45900,1.0,11.0,0,0,0,1,0,0,0,0,0
3,2057,1,27482,8.0,1.0,0,0,1,0,0,0,1,0,0
2,1131,3,40472,5.0,8.0,1,0,1,0,0,0,0,0,1
2,1529,3,46170,4.0,12.0,0,0,0,0,0,0,0,1,0
4,2005,1,72313,1.0,15.0,0,0,0,0,1,1,0,0,1
3,993,1,40915,4.0,18.0,0,0,0,0,0,1,0,0,0
4,1615,2,13057,0.0,15.0,1,0,0,0,0,1,0,0,0
1,724,1,23883,3.0,9.0,0,0,0,1,0,0,1,0,0
1,1378,3,54838,2.0,19.0,0,0,0,0,1,1,0,1,0
1,2149,1,65014,1.0,8.0,1,0,0,0,0,0,1,0,1
3,2250,1,26450,0.0,15.0,1,0,0,0,0,0,0,1,0
2,1890,1,30505,2.0,10.0,1,0,1,0,0,0,1,0,0
3,1293,2,66457,5.0,13.0,1,0,0,1,0,1,0,0,1
3,1790,2,30890,3.0,13.0,0,0,0,0,0,0,1,0,0
2,543,3,56985,0.0,1.0,0,0,0,0,1,0,1,0,1
4,783,2,40013,4.0,17.0,1,1,0,0,0,1,0,1,0
1,2663,1,38953,1.0,7.0,1,1,0,0,0,1,0,1,0
4,2771,2,7464,7.0,12.0,0,0,0,1,0,0,0,1,0
1,616,1,79111,2.0,11.0,0,1,0,0,0,0,1,1,0
3,1915,2,51825,7.0,1.0,1,0,1,0,0,0,0,1,0
1,2630,2,34566,8.0,2.0,0,0,1,0,0,0,0,0,1
3,2717,2,6521,1.0,4.0,0,0,0,0,1,0,1,0,1
4,1890,1,22363,9.0,3.0,1,0,0,1,0,0,0,0,0
3,2035,2,74146,3.0,6.0,1,0,0,1,0,0,1,0,1
4,2914,1,76236,6.0,5.0,1,1,0,0,0,0,0,0,0
2,2752,1,16462,1.0,3.0,1,0,0,0,0,0,0,1,0
2,1567,3,78109,9.0,11.0,0,0,0,0,0,0,1,0,1
2,510,2,56105,2.0,14.0,1,0,0,0,0,1,0,0,1
3,1413,3,59698,4.0,11.0,0,0,0,0,1,0,1,1,0
2,631,3,32103,4.0,4.0,0,0,0,1,0,1,0,1,0
1,2114,1,21507,7.0,6.0,0,1,0,0,0,0,1,1,0
4,2155,2,68101,0.0,19.0,1,0,0,0,1,0,1,0,0
4,1977,1,53326,5.0,10.0,0,0,1,0,0,1,0,0,0
1,1696,1,15347,5.0,2.0,1,0,1,0,0,1,0,0,1
3,2620,2,11099,0.0,11.0,1,0,1,0,0,0,1,1,0
3,1372,1,9406,2.0,5.0,1,0,0,1,0,0,1,0,1
4,1430,2,33037,3.0,4.0,0,0,1,0,0,0,1,1,0
2,2993,2,62178,7.0,7.0,1,0,0,0,0,1,0,1,0
3,2995,1,9876,9.0,17.0,1,0,1,0,0,0,1,1,0
3,917,1,35871,4.0,13.0,0,0,0,0,1,1,0,1,0
1,1313,3,49895,3.0,17.0,1,0,1,0,0,0,0,1,0
1,2662,1,48760,5.0,17.0,0,0,0,0,0,1,0,0,0
2,2581,2,51306,0.0,8.0,0,0,1,0,0,0,0,0,1
3,2732,3,21587,1.0,13.0,1,1,0,0,0,0,1,1,0
3,2344,2,9213,5.0,16.0,1,0,0,0,0,0,1,0,0
1,1862,3,15044,5.0,4.0,1,0,0,1,0,1,0,0,0
3,2272,1,49425,2.0,6.0,1,0,1,0,0,0,0,1,0
4,2778,1,26376,3.0,18.0,0,0,0,0,1,0,1,1,0
1,1707,1,27590,5.0,5.0,1,0,1,0,0,0,1,0,0
2,1298,2,48403,8.0,11.0,1,0,0,0,1,0,0,1,0
1,1498,3,31628,5.0,16.0,0,1,0,0,0,0,1,0,0
3,1589,2,7192,2.0,11.0,1,0,0,1,0,0,1,1,0
2,1612,3,26433,4.0,15.0,1,0,0,0,0,1,0,0,0
1,2525,1,35617,9.0,9.0,1,0,0,0,0,0,1,1,0
4,1087,2,36682,7.0,19.0,1,0,0,1,0,0,0,0,0
4,2468,1,15250,8.0,19.0,1,1,0,0,0,0,1,0,1
1,965,2,37836,7.0,9.0,0,1,0,0,0,1,0,1,0
4,1607,1,72173,6.0,4.0,1,0,1,0,0,0,1,1,0
4,2294,2,11251,9.0,9.0,0,1,0,0,0,0,0,0,0
4,1226,2,61246,2.0,15.0,0,0,1,0,0,0,1,1,0
2,1751,3,38006,2.0,2.0,0,0,0,0,1,0,0,0,1
4,2626,1,45785,9.0,19.0,0,0,0,1,0,1,0,0,1
4,2211,3,11464,0.0,2.0,1,0,0,0,1,0,1,0,0
4,1482,3,72344,2.0,17.0,1,0,0,0,1,0,1,0,0
2,1750,1,15281,1.0,17.0,0,0,0,0,1,1,0,1,0
1,2044,2,55106,1.0,19.0,1,0,0,0,1,0,0,0,0
3,590,3,50040,0.0,11.0,1,0,0,0,0,0,0,0,1
4,1623,1,13998,8.0,10.0,0,1,0,0,0,0,1,0,1
1,1735,2,19517,4.0,16.0,1,0,0,1,0,0,0,1,0
4,1107,3,59282,7.0,5.0,0,0,0,1,0,0,0,0,1
2,778,3,47866,7.0,12.0,0,0,0,0,1,0,1,0,0
1,786,3,27969,3.0,6.0,1,0,0,1,0,0,0,1,0
2,2684,2,20783,2.0,9.0,1,0,1,0,0,0,0,1,0
4,1015,3,36107,9.0,15.0,1,0,0,1,0,0,1,1,0
4,1942,2,50631,8.0,7.0,0,0,0,0,1,0,1,0,0
2,2730,3,8759,8.0,4.0,0,0,0,1,0,0,0,1,0
3,2448,1,19789,7.0,6.0,1,1,0,0,0,0,1,1,0
2,2154,3,18214,8.0,10.0,0,0,0,0,1,0,0,0,1
4,863,1,75657,6.0,7.0,1,0,0,0,0,0,0,0,1
2,1366,1,34482,3.0,3.0,1,1,0,0,0,0,0,1,0
3,571,1,37472,7.0,7.0,1,0,0,1,0,0,0,0,0
2,1546,2,79536,3.0,13.0,1,0,0,0,0,0,1,0,0
3,1242,1,53187,3.0,17.0,0,1,0,0,0,0,1,0,0
3,1721,3,36087,6.0,17.0,1,0,1,0,0,1,0,0,0
2,2308,2,5941,9.0,4.0,0,1,0,0,0,0,1,0,1
2,1089,1,6321,2.0,11.0,0,0,0,0,0,1,0,0,0
1,1907,2,68467,2.0,12.0,0,0,1,0,0,0,0,0,0
4,2612,2,50972,0.0,4.0,0,0,0,1,0,0,1,1,0
3,2424,2,73604,0.0,14.0,0,0,0,0,1,0,0,0,0
1,2122,3,44361,7.0,15.0,0,0,0,1,0,1,0,0,0
2,782,1,46354,0.0,12.0,1,0,0,0,1,0,1,0,0
4,2656,2,71327,5.0,14.0,0,0,0,0,1,0,1,0,0
1,1812,2,65977,1.0,4.0,1,0,0,0,0,0,1,0,1
3,1983,2,52191,2.0,13.0,0,0,1,0,0,0,1,1,0
1,2671,1,60828,8.0,18.0,1,0,1,0,0,0,0,0,1
3,2450,2,15136,5.0,9.0,1,1,0,0,0,0,1,1,0
2,771,2,20747,2.0,14.0,0,0,0,1,0,1,0,1,0
4,2110,3,71279,5.0,14.0,1,0,0,0,0,0,1,1,0
4,1869,1,77060,2.0,19.0,1,0,0,1,0,1,0,1,0
4,1010,3,44342,3.0,11.0,0,1,0,0,0,1,0,0,1
2,515,1,70046,7.0,17.0,0,1,0,0,0,0,0,1,0
3,846,1,50332,0.0,3.0,0,0,0,0,0,0,1,0,0
2,1791,1,37961,6.0,19.0,0,1,0,0,0,1,0,0,0
4,1740,3,74810,2.0,2.0,0,0,0,0,0,0,1,1,0
2,814,3,34838,9.0,17.0,0,1,0,0,0,0,0,0,0
2,2208,3,19332,8.0,6.0,0,0,1,0,0,0,0,0,0
2,1447,3,68001,7.0,9.0,0,0,0,0,0,0,1,1,0
3,2273,2,41350,4.0,2.0,1,0,1,0,0,1,0,1,0
1,1473,2,53473,5.0,15.0,0,0,1,0,0,0,0,1,0
1,1117,2,45897,8.0,19.0,1,0,0,0,0,1,0,0,1
2,1758,1,16682,9.0,4.0,0,0,0,1,0,1,0,1,0
1,2005,2,26727,9.0,8.0,0,0,0,0,1,0,1,1,0
1,2718,1,61669,5.0,13.0,0,1,0,0,0,0,0,0,1
2,961,3,48775,6.0,7.0,0,1,0,0,0,0,1,0,0
2,2694,1,61941,3.0,15.0,1,0,0,1,0,0,1,0,1
4,786,1,74439,5.0,9.0,1,0,0,0,1,0,1,0,0
1,1101,2,17115,2.0,8.0,0,0,0,1,0,1,0,0,1
3,1372,3,55937,6.0,4.0,1,0,0,0,1,0,1,1,0
2,1784,3,50132,9.0,13.0,0,0,0,0,0,0,0,0,1
4,1383,2,78498,2.0,7.0,1,0,0,0,0,1,0,1,0
3,1911,3,67038,9.0,12.0,0,0,1,0,0,0,1,0,0
1,751,3,17025,9.0,3.0,1,0,1,0,0,0,0,1,0
4,2124,3,63526,9.0,12.0,1,0,0,0,0,0,1,0,1
2,2351,2,21907,2.0,15.0,1,0,1,0,0,0,1,0,1
3,1679,3,73832,7.0,12.0,0,0,0,0,0,0,1,0,0
2,2307,1,61108,3.0,6.0,1,0,0,1,0,1,0,1,0
1,1152,1,25863,9.0,2.0,0,1,0,0,0,0,1,0,0
3,1424,3,10685,7.0,13.0,1,0,0,0,0,0,0,1,0
1,945,2,11647,8.0,7.0,0,0,0,0,0,0,1,1,0
1,1869,2,35145,7.0,16.0,0,0,0,0,0,0,1,0,0
4,478,2,45562,9.0,4.0,0,0,1,0,0,1,0,0,0
2,1659,3,25767,0.0,16.0,1,0,1,0,0,0,1,1,0
3,2781,3,10430,2.0,11.0,1,0,1,0,0,0,0,0,0
1,1288,1,8880,6.0,13.0,0,0,1,0,0,0,0,1,0
1,1505,2,70662,2.0,17.0,0,0,0,1,0,0,1,0,0
3,2949,1,65487,9.0,13.0,0,0,0,0,0,0,0,0,0
1,2390,1,44793,6.0,1.0,1,0,0,1,0,0,0,0,0
4,1900,2,62590,0.0,14.0,1,0,1,0,0,0,1,0,1
4,1320,3,76461,7.0,9.0,1,0,0,1,0,0,0,0,0
4,949,3,57470,0.0,4.0,1,0,0,0,0,0,0,0,1
4,2461,1,72617,3.0,19.0,1,0,0,0,0,0,1,1,0
1,791,1,68616,6.0,1.0,0,0,1,0,0,1,0,1,0
3,2757,1,75823,8.0,13.0,0,0,0,0,0,1,0,0,0
3,2833,1,43671,7.0,2.0,0,0,0,1,0,0,1,0,1
3,1780,2,10335,1.0,15.0,0,0,0,0,1,1,0,1,0
3,1373,1,73525,0.0,13.0,1,0,0,0,0,1,0,0,1
2,739,1,76257,6.0,9.0,1,0,0,1,0,1,0,0,1
3,1156,3,61230,2.0,15.0,0,0,0,1,0,1,0,1,0
2,1445,3,7728,6.0,1.0,1,0,0,1,0,0,1,0,1
2,2738,3,27167,2.0,16.0,0,0,0,0,0,1,0,0,1
4,2753,2,40929,9.0,1.0,1,0,0,0,1,1,0,1,0
2,1338,2,78711,4.0,3.0,1,0,1,0,0,0,1,0,0
1,1247,3,42397,0.0,18.0,0,0,1,0,0,0,1,0,0
2,841,3,67248,9.0,19.0,0,0,0,0,0,1,0,0,1
4,2950,1,52536,5.0,18.0,0,0,0,0,0,0,0,0,0
2,529,1,77437,1.0,15.0,1,1,0,0,0,0,1,1,0
1,996,2,36316,7.0,11.0,1,0,0,0,1,0,1,1,0
1,2358,2,40065,7.0,10.0,1,0,0,1,0,1,0,1,0
1,1905,1,28674,6.0,1.0,0,0,0,1,0,0,0,0,1
4,1261,3,31085,8.0,5.0,0,0,1,0,0,0,1,1,0
4,1398,1,43086,8.0,16.0,0,0,0,0,0,0,1,0,1
3,2772,2,68493,1.0,8.0,1,0,0,0,1,0,1,0,1
4,2895,2,58186,6.0,11.0,1,0,1,0,0,0,0,1,0
1,1951,1,53248,3.0,19.0,0,0,0,0,1,0,1,1,0
1,2040,1,31156,3.0,10.0,0,0,0,0,0,0,1,0,1
4,1911,1,75169,7.0,13.0,0,0,0,1,0,0,0,1,0
2,2136,2,8876,3.0,14.0,1,1,0,0,0,0,1,0,0
4,1849,3,76444,4.0,2.0,1,0,0,0,1,0,0,0,1
4,2257,1,60282,3.0,7.0,0,0,0,1,0,0,0,0,1
1,664,2,76963,2.0,17.0,0,0,0,0,1,0,0,1,0
3,1862,2,50777,7.0,18.0,0,0,0,0,1,1,0,1,0
1,556,2,53119,4.0,12.0,1,0,0,0,1,0,1,0,1
3,1845,1,72359,6.0,1.0,1,0,0,0,0,0,1,0,1
1,2698,1,20641,2.0,6.0,1,0,1,0,0,0,1,0,1
4,2032,3,63295,6.0,6.0,0,0,0,0,1,0,0,1,0
1,2977,2,24411,0.0,6.0,0,0,0,0,0,1,0,0,1
1,2774,1,8101,7.0,15.0,0,1,0,0,0,0,0,0,0
1,1294,2,33536,3.0,16.0,0,0,1,0,0,0,1,0,0
4,2544,2,8588,2.0,1.0,0,0,0,0,0,0,0,1,0
4,912,3,19709,3.0,10.0,0,1,0,0,0,1,0,0,1
4,615,1,6417,3.0,18.0,0,0,1,0,0,0,1,0,1
4,2572,1,25293,1.0,4.0,0,0,0,0,0,0,0,0,0
3,2106,2,58897,3.0,16.0,0,1,0,0,0,1,0,0,1
3,2506,2,49649,1.0,7.0,0,0,0,0,0,0,0,1,0
2,1967,3,40540,5.0,11.0,0,1,0,0,0,0,0,1,0
4,2608,3,67251,2.0,8.0,1,0,0,0,1,0,1,1,0
3,2731,3,60427,7.0,1.0,0,0,0,0,1,1,0,0,1
1,2553,3,65172,2.0,5.0,0,0,1,0,0,0,0,0,1
4,1528,3,40017,1.0,12.0,1,1,0,0,0,1,0,0,0
2,627,3,25242,4.0,19.0,0,0,0,0,1,0,1,0,0
2,2765,2,68429,8.0,11.0,1,0,1,0,0,0,1,1,0
2,1887,3,73285,0.0,16.0,1,0,0,1,0,0,1,0,1
1,1201,2,13770,3.0,10.0,0,0,0,0,1,1,0,0,1
3,2022,2,6136,5.0,15.0,0,0,0,0,1,1,0,1,0
1,2305,1,16602,8.0,19.0,1,0,0,0,0,0,0,1,0
4,871,2,15466,2.0,5.0,0,0,0,1,0,1,0,0,0
2,1479,2,15413,7.0,5.0,0,1,0,0,0,0,1,0,0
1,2460,3,51075,6.0,6.0,0,0,1,0,0,0,0,1,0
1,1441,2,6157,9.0,13.0,1,0,0,1,0,1,0,0,1
3,2560,3,12452,1.0,19.0,1,1,0,0,0,0,1,0,0
3,628,3,31225,3.0,5.0,0,0,0,0,1,0,1,1,0
2,570,3,45043,8.0,6.0,0,0,1,0,0,0,0,0,1
1,694,1,19478,0.0,19.0,1,0,1,0,0,0,1,1,0
1,588,3,42140,6.0,8.0,1,0,0,1,0,1,0,0,1
3,825,2,10611,6.0,5.0,0,0,0,0,0,0,1,0,0
1,1376,3,35166,9.0,16.0,0,1,0,0,0,0,0,0,1
1,1502,3,23707,8.0,7.0,0,0,0,1,0,0,1,0,1
1,1318,3,5233,8.0,17.0,1,0,0,0,0,0,1,1,0
3,898,1,63609,8.0,3.0,1,0,0,0,0,1,0,0,1
2,2221,2,45684,5.0,8.0,0,0,0,0,0,1,0,0,0
4,1265,1,70567,2.0,16.0,1,0,1,0,0,1,0,1,0
2,1225,2,33014,6.0,7.0,0,1,0,0,0,1,0,1,0
4,2258,1,13951,3.0,13.0,0,1,0,0,0,0,1,1,0
1,2518,2,73739,2.0,12.0,0,0,0,1,0,1,0,1,0
2,2695,1,72330,7.0,8.0,0,0,0,0,1,0,1,1,0
4,545,3,67831,3.0,16.0,0,0,0,1,0,1,0,1,0
3,2041,1,71297,6.0,4.0,1,1,0,0,0,1,0,1,0
3,1719,1,33936,0.0,1.0,1,0,1,0,0,1,0,0,0
2,869,3,68702,0.0,2.0,0,0,0,1,0,0,1,0,0
2,592,3,20574,5.0,12.0,1,0,0,0,1,1,0,1,0
1,1491,2,9071,9.0,11.0,0,0,0,1,0,0,1,0,1
2,2941,2,26009,4.0,11.0,1,0,0,0,0,1,0,1,0
1,451,2,33631,1.0,8.0,1,0,0,0,1,1,0,1,0
1,2810,1,27362,8.0,7.0,1,0,0,0,0,0,0,1,0
3,2220,2,35700,8.0,16.0,1,0,1,0,0,1,0,0,1
3,2921,1,52105,4.0,19.0,0,1,0,0,0,0,1,0,0
4,2269,1,36232,8.0,13.0,1,0,0,1,0,0,0,0,1
3,2968,2,46775,9.0,5.0,1,0,0,1,0,0,1,0,1
3,2186,2,58711,5.0,19.0,1,0,0,0,0,0,1,0,1
2,1854,1,22854,9.0,7.0,1,0,0,0,0,0,0,0,1
3,2267,3,73823,8.0,14.0,1,1,0,0,0,1,0,1,0
4,2979,3,51782,9.0,14.0,1,0,0,1,0,0,0,0,0
2,2407,1,27090,9.0,12.0,1,1,0,0,0,0,1,0,1
4,1834,2,32161,2.0,6.0,1,0,0,0,0,1,0,0,0
3,1239,1,21894,7.0,13.0,0,0,0,0,0,0,0,1,0
4,640,1,51300,7.0,16.0,0,0,0,0,1,0,1,1,0
2,935,2,49665,1.0,7.0,0,0,0,0,0,1,0,0,0
1,1807,3,44552,6.0,19.0,1,0,0,0,0,0,1,1,0
4,482,1,70288,8.0,18.0,0,1,0,0,0,1,0,0,0
4,1381,3,63650,2.0,11.0,0,0,0,0,1,1,0,0,1
2,1350,3,59645,1.0,11.0,0,0,0,0,1,0,0,1,0
2,1010,2,44356,8.0,4.0,1,0,0,1,0,1,0,1,0
4,973,1,47184,1.0,19.0,0,0,1,0,0,0,1,0,0
3,2733,1,55817,3.0,10.0,0,0,0,1,0,1,0,1,0
4,1388,3,39633,5.0,5.0,0,0,0,1,0,0,1,0,1
2,858,3,53720,2.0,16.0,0,0,0,1,0,1,0,1,0
1,2573,2,71301,9.0,8.0,0,0,0,0,1,1,0,1,0
1,1922,3,29640,7.0,7.0,0,1,0,0,0,0,0,1,0
3,2872,2,56857,2.0,14.0,0,0,0,0,0,1,0,0,0
4,2384,1,10765,0.0,1.0,1,0,0,0,1,1,0,0,1
1,1966,2,35761,5.0,15.0,0,0,0,0,0,0,1,0,1
4,2559,3,42742,4.0,2.0,0,0,0,0,0,0,1,1,0
2,2849,1,6383,4.0,9.0,1,0,1,0,0,0,1,1,0
1,521,2,68235,3.0,14.0,1,0,0,1,0,1,0,0,0
3,672,1,20458,1.0,8.0,1,0,1,0,0,0,1,0,1
2,1717,2,7435,1.0,9.0,1,0,0,1,0,0,1,1,0
3,797,3,33736,6.0,18.0,1,0,0,0,1,1,0,0,1
2,2918,3,34992,4.0,5.0,0,0,0,0,0,0,1,1,0
1,1384,1,62566,6.0,15.0,0,0,1,0,0,0,0,1,0
3,1630,1,45692,4.0,11.0,0,0,0,0,1,0,0,0,0
3,1533,1,28442,5.0,14.0,1,0,0,0,1,0,1,0,1
2,1701,2,28700,8.0,19.0,0,0,0,1,0,0,1,0,1
3,2310,3,32763,2.0,10.0,0,0,0,0,0,0,1,1,0
2,1905,1,52556,5.0,3.0,1,0,0,1,0,1,0,1,0
2,2316,1,72903,1.0,13.0,1,0,0,1,0,0,0,0,0
2,1219,1,9865,1.0,2.0,0,0,0,0,1,0,0,1,0
2,2356,2,46842,4.0,15.0,1,0,0,1,0,0,1,0,1
1,2768,1,44927,4.0,17.0,0,1,0,0,0,0,1,0,0
2,578,1,54602,1.0,18.0,1,0,0,0,0,1,0,0,1
4,1296,2,75734,3.0,3.0,0,0,0,1,0,1,0,0,0
3,2666,2,36076,4.0,11.0,0,0,0,1,0,0,0,0,1
4,2372,1,77822,8.0,5.0,0,0,1,0,0,1,0,1,0
1,1951,1,24734,8.0,1.0,1,0,0,0,0,0,0,0,1
4,891,2,7829,8.0,14.0,1,0,0,0,0,0,1,0,1
3,460,3,6915,4.0,8.0,1,0,0,1,0,0,1,0,0
4,1477,2,44980,4.0,14.0,1,1,0,0,0,0,0,0,1
1,2103,3,14440,5.0,8.0,0,0,1,0,0,0,1,1,0
2,2985,1,9819,1.0,19.0,0,1,0,0,0,1,0,0,0
4,464,1,78415,8.0,5.0,0,0,0,1,0,0,1,0,0
1,985,3,37225,4.0,19.0,0,0,0,0,0,0,1,0,1
1,2127,2,15334,3.0,16.0,1,0,0,0,0,0,0,0,0
3,2618,1,74656,6.0,18.0,1,1,0,0,0,1,0,1,0
3,934,3,7961,7.0,1.0,1,0,0,0,1,1,0,0,1
4,2555,2,37545,2.0,8.0,1,0,0,1,0,0,1,1,0
2,2270,3,56569,0.0,7.0,0,0,0,0,0,0,1,0,1
1,1404,2,6616,6.0,8.0,1,0,0,0,1,1,0,0,1
4,2899,2,79447,2.0,17.0,1,0,0,0,0,1,0,0,0
1,1629,2,58834,8.0,17.0,1,0,0,0,0,0,0,0,0
1,1439,2,30549,5.0,9.0,0,0,0,0,1,0,1,0,0
2,726,3,77361,1.0,2.0,0,1,0,0,0,0,1,0,1
2,1007,3,23230,3.0,18.0,0,0,0,1,0,1,0,0,0
4,401,3,55618,0.0,11.0,1,0,0,0,1,0,0,1,0
2,1433,3,13882,2.0,8.0,0,0,0,0,1,1,0,0,0
2,2881,3,49808,4.0,5.0,0,0,0,0,0,0,1,1,0
4,524,2,27500,5.0,9.0,0,0,0,0,1,0,1,0,0
2,1504,1,14333,4.0,13.0,0,0,0,1,0,0,1,0,1
3,2932,1,58383,5.0,3.0,0,1,0,0,0,0,1,0,0
1,2261,3,71513,5.0,11.0,0,1,0,0,0,0,0,1,0
1,1573,3,31810,4.0,7.0,1,1,0,0,0,0,1,1,0
1,528,1,30117,0.0,16.0,1,0,0,1,0,1,0,0,0
1,837,2,77258,0.0,11.0,0,0,0,0,0,0,0,1,0
4,1150,3,18217,0.0,2.0,1,0,0,1,0,0,0,0,1
1,2948,2,46770,8.0,13.0,0,0,0,0,1,0,1,0,0
1,1621,1,50272,4.0,9.0,1,0,1,0,0,0,0,1,0
1,2658,1,75461,4.0,15.0,0,0,1,0,0,0,1,0,0
1,1301,3,66724,6.0,14.0,1,0,1,0,0,0,0,0,0
3,2492,2,20218,5.0,2.0,0,1,0,0,0,0,0,0,0
1,1702,3,42633,2.0,5.0,0,0,0,1,0,1,0,0,0
3,2982,1,46528,3.0,14.0,1,0,0,1,0,1,0,0,0
4,1833,2,57152,5.0,8.0,0,1,0,0,0,1,0,0,1
2,2908,3,14513,7.0,3.0,1,0,0,0,1,0,0,0,0
1,790,3,45434,3.0,1.0,0,0,1,0,0,1,0,0,1
2,1467,3,48704,1.0,13.0,0,0,1,0,0,1,0,0,0
2,426,1,77901,8.0,12.0,0,1,0,0,0,1,0,1,0
4,947,3,65922,9.0,10.0,0,0,1,0,0,0,0,0,0
2,966,2,55293,1.0,12.0,1,0,0,0,0,0,1,0,0
3,1103,3,60272,5.0,16.0,1,0,0,1,0,1,0,1,0
2,1642,1,75368,6.0,6.0,1,0,1,0,0,0,0,0,1
2,584,3,13670,7.0,10.0,1,0,1,0,0,0,0,0,1
2,1990,1,32809,9.0,9.0,1,0,0,0,0,0,1,0,1
1,2313,1,23069,7.0,2.0,0,0,0,0,1,1,0,0,1
1,1247,2,10459,1.0,12.0,0,0,0,0,1,0,0,1,0
3,998,2,33476,2.0,7.0,1,0,0,0,0,0,0,0,1
3,1205,3,67289,8.0,8.0,0,0,0,0,1,0,0,0,1
1,1757,1,32177,8.0,6.0,1,1,0,0,0,0,1,0,1
3,2526,1,8423,0.0,14.0,0,0,0,0,0,1,0,0,1
1,2278,2,66001,3.0,6.0,1,0,0,1,0,0,0,0,1
4,2860,2,25360,5.0,8.0,0,0,0,1,0,0,0,0,0
2,945,3,71934,0.0,13.0,0,0,0,1,0,0,0,0,0
2,2032,1,35232,1.0,18.0,1,0,1,0,0,0,0,0,1
3,2616,2,49940,5.0,14.0,0,0,0,0,0,1,0,1,0
1,2962,3,10361,6.0,18.0,1,0,0,0,0,1,0,1,0
1,2479,1,6401,4.0,4.0,0,0,0,0,1,0,0,0,0
3,2734,1,71948,0.0,19.0,1,0,0,0,0,0,0,1,0
1,2326,2,27814,9.0,6.0,0,0,0,0,0,0,0,0,0
4,1016,3,8230,1.0,4.0,1,0,0,0,1,0,1,0,1
2,2717,2,43824,7.0,10.0,0,0,0,0,0,0,1,0,1
3,1603,3,55416,6.0,11.0,0,0,0,0,0,0,1,1,0
3,2159,1,64989,2.0,15.0,1,1,0,0,0,0,0,1,0
1,2965,3,76812,7.0,18.0,1,0,0,0,1,0,1,1,0
3,625,3,70291,4.0,1.0,1,1,0,0,0,1,0,0,1
4,1069,3,63876,7.0,8.0,1,0,1,0,0,0,1,0,1
1,2163,3,60572,2.0,1.0,0,0,0,0,1,0,0,1,0
1,1316,3,67096,3.0,16.0,0,0,0,0,0,1,0,1,0
1,2573,2,78367,8.0,17.0,0,0,0,0,0,0,0,1,0
1,2521,3,54818,6.0,6.0,0,1,0,0,0,1,0,1,0
4,1614,3,68623,6.0,7.0,0,1,0,0,0,0,1,0,0
1,2105,1,73348,7.0,16.0,1,0,1,0,0,0,1,1,0
3,2242,3,40243,7.0,10.0,1,0,1,0,0,1,0,1,0
4,2383,1,28357,1.0,12.0,1,0,0,0,0,1,0,0,0
2,455,2,73636,3.0,13.0,1,0,0,1,0,0,0,0,0
2,1119,2,42783,9.0,12.0,1,0,1,0,0,1,0,0,0
3,2479,3,56703,7.0,16.0,0,0,0,0,0,0,0,0,0
3,973,2,69882,2.0,13.0,0,0,1,0,0,1,0,1,0
4,1066,3,70923,2.0,2.0,1,0,0,0,1,1,0,0,1
2,683,2,27248,0.0,8.0,1,1,0,0,0,0,1,0,1
2,2144,3,69748,8.0,8.0,1,0,0,0,0,0,1,0,1
2,2634,3,36454,4.0,17.0,0,0,1,0,0,0,0,0,1
